NACA 2412                                       
 Alfa =   0.00000 Re =    68435.758 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.00005
   0.99381  0.00254 -0.01196
   0.98304  0.00473 -0.03441
   0.97049  0.00724 -0.06316
   0.95646  0.01001 -0.09928
   0.94138  0.01291 -0.14444
   0.92569  0.01588 -0.18436
   0.90967  0.01884 -0.18519
   0.89346  0.02176 -0.18596
   0.87717  0.02463 -0.18672
   0.86082  0.02745 -0.18749
   0.84444  0.03020 -0.18829
   0.82804  0.03289 -0.18915
   0.81162  0.03552 -0.19009
   0.79519  0.03809 -0.19112
   0.77875  0.04059 -0.19228
   0.76230  0.04302 -0.19360
   0.74585  0.04539 -0.19510
   0.72938  0.04769 -0.19682
   0.71292  0.04993 -0.19881
   0.69645  0.05210 -0.20112
   0.67998  0.05420 -0.20380
   0.66350  0.05624 -0.20692
   0.64703  0.05820 -0.21055
   0.63056  0.06009 -0.21479
   0.61410  0.06191 -0.21973
   0.59764  0.06366 -0.22546
   0.58118  0.06533 -0.23208
   0.56474  0.06692 -0.23965
   0.54830  0.06843 -0.24821
   0.53188  0.06985 -0.25763
   0.51547  0.07120 -0.26799
   0.49907  0.07245 -0.27937
   0.48270  0.07362 -0.29177
   0.46635  0.07469 -0.30507
   0.45002  0.07567 -0.31911
   0.43373  0.07654 -0.33371
   0.41749  0.07732 -0.34870
   0.40134  0.07798 -0.36400
   0.38529  0.07852 -0.37908
   0.36934  0.07891 -0.39328
   0.35345  0.07914 -0.40648
   0.33762  0.07922 -0.41855
   0.32184  0.07915 -0.42942
   0.30612  0.07891 -0.43911
   0.29046  0.07850 -0.44744
   0.27487  0.07791 -0.45451
   0.25935  0.07715 -0.46009
   0.24392  0.07620 -0.46422
   0.22859  0.07506 -0.46672
   0.21338  0.07373 -0.46752
   0.19829  0.07219 -0.46648
   0.18335  0.07044 -0.46348
   0.16859  0.06848 -0.45817
   0.15405  0.06629 -0.45047
   0.13978  0.06389 -0.43987
   0.12584  0.06127 -0.42647
   0.11233  0.05844 -0.40941
   0.09937  0.05542 -0.38852
   0.08711  0.05226 -0.36353
   0.07571  0.04901 -0.33432
   0.06532  0.04573 -0.30064
   0.05602  0.04251 -0.26265
   0.04785  0.03938 -0.22052
   0.04073  0.03640 -0.17476
   0.03458  0.03357 -0.12459
   0.02925  0.03090 -0.07051
   0.02465  0.02837 -0.01199
   0.02064  0.02596  0.05154
   0.01715  0.02365  0.12096
   0.01410  0.02143  0.19603
   0.01144  0.01929  0.27773
   0.00910  0.01719  0.36721
   0.00708  0.01514  0.46271
   0.00532  0.01312  0.56492
   0.00383  0.01112  0.67041
   0.00259  0.00913  0.77506
   0.00160  0.00716  0.87032
   0.00085  0.00521  0.94614
   0.00034  0.00329  0.99166
   0.00006  0.00140  0.99656
   0.00001 -0.00042  0.95701
   0.00017 -0.00227  0.87134
   0.00057 -0.00415  0.73782
   0.00123 -0.00604  0.56929
   0.00216 -0.00791  0.38992
   0.00337 -0.00974  0.21591
   0.00484 -0.01154  0.05985
   0.00657 -0.01328 -0.07197
   0.00858 -0.01499 -0.17825
   0.01087 -0.01666 -0.26274
   0.01347 -0.01829 -0.32749
   0.01640 -0.01991 -0.37684
   0.01971 -0.02152 -0.41374
   0.02346 -0.02312 -0.43997
   0.02772 -0.02473 -0.45705
   0.03259 -0.02635 -0.46812
   0.03819 -0.02799 -0.47260
   0.04464 -0.02964 -0.47232
   0.05210 -0.03130 -0.46735
   0.06070 -0.03295 -0.45873
   0.07053 -0.03455 -0.44682
   0.08159 -0.03607 -0.43249
   0.09381 -0.03747 -0.41635
   0.10702 -0.03870 -0.39916
   0.12102 -0.03975 -0.38163
   0.13563 -0.04061 -0.36412
   0.15070 -0.04129 -0.34691
   0.16612 -0.04180 -0.33025
   0.18181 -0.04215 -0.31421
   0.19771 -0.04236 -0.29879
   0.21379 -0.04244 -0.28412
   0.23002 -0.04240 -0.27013
   0.24636 -0.04227 -0.25679
   0.26282 -0.04204 -0.24413
   0.27936 -0.04174 -0.23215
   0.29599 -0.04137 -0.22084
   0.31270 -0.04093 -0.21018
   0.32946 -0.04045 -0.20019
   0.34629 -0.03992 -0.19085
   0.36315 -0.03936 -0.18219
   0.38005 -0.03876 -0.17426
   0.39694 -0.03814 -0.16714
   0.41378 -0.03750 -0.16065
   0.43058 -0.03681 -0.15420
   0.44740 -0.03606 -0.14781
   0.46423 -0.03528 -0.14146
   0.48108 -0.03446 -0.13518
   0.49795 -0.03360 -0.12896
   0.51485 -0.03271 -0.12280
   0.53177 -0.03179 -0.11676
   0.54871 -0.03085 -0.11079
   0.56567 -0.02988 -0.10496
   0.58264 -0.02889 -0.09922
   0.59963 -0.02788 -0.09363
   0.61664 -0.02685 -0.08816
   0.63366 -0.02581 -0.08281
   0.65068 -0.02475 -0.07758
   0.66772 -0.02369 -0.07250
   0.68477 -0.02261 -0.06755
   0.70182 -0.02152 -0.06273
   0.71888 -0.02043 -0.05804
   0.73594 -0.01932 -0.05344
   0.75301 -0.01821 -0.04900
   0.77008 -0.01709 -0.04465
   0.78715 -0.01597 -0.04042
   0.80422 -0.01484 -0.03632
   0.82128 -0.01370 -0.03230
   0.83834 -0.01256 -0.02839
   0.85538 -0.01141 -0.02461
   0.87240 -0.01026 -0.02092
   0.88939 -0.00910 -0.01737
   0.90628 -0.00793 -0.01393
   0.92300 -0.00677 -0.01067
   0.93937 -0.00562 -0.00764
   0.95508 -0.00451 -0.00489
   0.96967 -0.00347 -0.00258
   0.98263 -0.00253 -0.00079
   0.99369 -0.00172  0.00044
   1.00000 -0.00126  0.00005
