foil                                            
 Alfa =   0.00000 Re =        0.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   0.99999  0.04564  0.08976
   0.99278  0.04628  0.05779
   0.98014  0.04740  0.03645
   0.96560  0.04870  0.01840
   0.94978  0.05011  0.00365
   0.93329  0.05157 -0.00885
   0.91660  0.05306 -0.01958
   0.90007  0.05453 -0.02705
   0.88400  0.05597 -0.03292
   0.86864  0.05739 -0.01823
   0.85399  0.05901 -0.11084
   0.83945  0.06023 -0.05469
   0.82445  0.06163 -0.07138
   0.80906  0.06316 -0.10208
   0.79354  0.06461 -0.09768
   0.77796  0.06610 -0.12020
   0.76230  0.06756 -0.12152
   0.74662  0.06905 -0.14256
   0.73081  0.07052 -0.15594
   0.71477  0.07195 -0.16000
   0.69860  0.07341 -0.17973
   0.68241  0.07482 -0.19437
   0.66614  0.07618 -0.20037
   0.64980  0.07752 -0.21543
   0.63341  0.07883 -0.23353
   0.61707  0.08004 -0.23563
   0.60090  0.08123 -0.25763
   0.58488  0.08232 -0.26385
   0.56897  0.08335 -0.27657
   0.55289  0.08433 -0.28962
   0.53664  0.08525 -0.30146
   0.52029  0.08610 -0.31046
   0.50394  0.08689 -0.32808
   0.48765  0.08757 -0.33434
   0.47127  0.08819 -0.34937
   0.45499  0.08870 -0.36219
   0.43874  0.08912 -0.37007
   0.42251  0.08944 -0.38625
   0.40637  0.08964 -0.39519
   0.39026  0.08974 -0.40808
   0.37423  0.08970 -0.41657
   0.35831  0.08955 -0.43088
   0.34259  0.08926 -0.43588
   0.32708  0.08884 -0.44979
   0.31175  0.08827 -0.45227
   0.29637  0.08756 -0.46405
   0.28099  0.08669 -0.46695
   0.26567  0.08565 -0.47293
   0.25054  0.08445 -0.47585
   0.23557  0.08308 -0.47910
   0.22079  0.08154 -0.47866
   0.20614  0.07982 -0.47900
   0.19173  0.07792 -0.47612
   0.17734  0.07581 -0.47226
   0.16313  0.07350 -0.46613
   0.14934  0.07102 -0.45809
   0.13595  0.06837 -0.44697
   0.12281  0.06551 -0.43411
   0.10998  0.06244 -0.41597
   0.09767  0.05920 -0.39606
   0.08596  0.05583 -0.37218
   0.07476  0.05229 -0.34629
   0.06422  0.04861 -0.31075
   0.05458  0.04488 -0.26706
   0.04590  0.04119 -0.22257
   0.03831  0.03760 -0.16259
   0.03176  0.03420 -0.10988
   0.02613  0.03096 -0.04328
   0.02131  0.02789  0.02500
   0.01722  0.02496  0.11556
   0.01372  0.02220  0.18835
   0.01077  0.01954  0.29707
   0.00827  0.01700  0.39615
   0.00618  0.01457  0.50462
   0.00443  0.01222  0.61382
   0.00301  0.00994  0.71914
   0.00190  0.00773  0.82355
   0.00110  0.00558  0.91350
   0.00055  0.00353  0.97247
   0.00020  0.00155  0.99860
   0.00001 -0.00035  0.99088
  -0.00001 -0.00219  0.92894
   0.00035 -0.00399  0.82209
   0.00108 -0.00583  0.72257
   0.00209 -0.00775  0.62725
   0.00329 -0.00973  0.47282
   0.00474 -0.01172  0.31265
   0.00652 -0.01371  0.19220
   0.00864 -0.01572  0.07203
   0.01112 -0.01772 -0.02939
   0.01401 -0.01974 -0.09823
   0.01735 -0.02179 -0.17656
   0.02122 -0.02385 -0.22782
   0.02568 -0.02593 -0.26649
