foil                                            
 Alfa =   0.00000 Re =        0.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   0.99999  0.03242  0.14467
   0.99300  0.03321  0.10298
   0.98070  0.03460  0.07240
   0.96647  0.03622  0.04781
   0.95091  0.03798  0.02750
   0.93462  0.03983  0.00999
   0.91804  0.04171 -0.00570
   0.90144  0.04359 -0.01979
   0.88503  0.04546 -0.03511
   0.86877  0.04728 -0.04783
   0.85266  0.04907 -0.04657
   0.83660  0.05093 -0.07060
   0.82047  0.05278 -0.08390
   0.80436  0.05462 -0.09415
   0.78823  0.05647 -0.11308
   0.77203  0.05830 -0.12442
   0.75583  0.06012 -0.14361
   0.73965  0.06188 -0.15189
   0.72347  0.06363 -0.17022
   0.70728  0.06533 -0.18327
   0.69119  0.06697 -0.19434
   0.67512  0.06858 -0.20796
   0.65900  0.07014 -0.22346
   0.64284  0.07164 -0.23336
   0.62667  0.07309 -0.24593
   0.61054  0.07449 -0.26165
   0.59452  0.07580 -0.26904
   0.57861  0.07706 -0.28524
   0.56276  0.07823 -0.29520
   0.54683  0.07935 -0.30712
   0.53075  0.08041 -0.31960
   0.51460  0.08139 -0.33262
   0.49843  0.08230 -0.34182
   0.48226  0.08313 -0.35775
   0.46610  0.08386 -0.36727
   0.45000  0.08450 -0.38008
   0.43396  0.08504 -0.39440
   0.41799  0.08547 -0.40340
   0.40208  0.08580 -0.41741
   0.38627  0.08601 -0.42886
   0.37055  0.08610 -0.44161
   0.35494  0.08605 -0.44957
   0.33948  0.08588 -0.46204
   0.32426  0.08556 -0.46833
   0.30918  0.08511 -0.47953
   0.29407  0.08450 -0.48283
   0.27899  0.08375 -0.49086
   0.26396  0.08282 -0.49473
   0.24910  0.08174 -0.49848
   0.23440  0.08049 -0.50011
   0.21990  0.07908 -0.50187
   0.20552  0.07748 -0.50063
   0.19136  0.07572 -0.49891
   0.17721  0.07375 -0.49494
   0.16325  0.07159 -0.48887
   0.14971  0.06927 -0.48150
   0.13657  0.06678 -0.47205
   0.12369  0.06409 -0.45776
   0.11112  0.06122 -0.44545
   0.09903  0.05818 -0.42403
   0.08756  0.05502 -0.40608
   0.07658  0.05169 -0.37459
   0.06618  0.04823 -0.34448
   0.05663  0.04473 -0.30806
   0.04798  0.04123 -0.26365
   0.04033  0.03783 -0.22043
   0.03369  0.03456 -0.15964
   0.02794  0.03144 -0.10459
   0.02297  0.02845 -0.03188
   0.01869  0.02561  0.04105
   0.01503  0.02290  0.11262
   0.01193  0.02031  0.21821
   0.00928  0.01782  0.31127
   0.00704  0.01543  0.42003
   0.00516  0.01312  0.52975
   0.00360  0.01088  0.64059
   0.00236  0.00870  0.75082
   0.00143  0.00657  0.85869
   0.00078  0.00451  0.94020
   0.00035  0.00253  0.98683
   0.00009  0.00062  0.99975
  -0.00003 -0.00122  0.97318
   0.00011 -0.00301  0.88309
   0.00063 -0.00480  0.77244
   0.00148 -0.00663  0.67053
   0.00256 -0.00854  0.54881
   0.00385 -0.01048  0.37241
   0.00543 -0.01240  0.23313
   0.00733 -0.01432  0.10801
   0.00957 -0.01624 -0.00231
   0.01217 -0.01816 -0.08426
   0.01518 -0.02009 -0.17060
   0.01866 -0.02201 -0.21556
   0.02265 -0.02395 -0.25814
   0.02721 -0.02590 -0.29499
   0.03239 -0.02786 -0.32365
   0.03832 -0.02982 -0.33670
   0.04506 -0.03177 -0.34476
   0.05273 -0.03371 -0.34899
   0.06133 -0.03561 -0.35090
   0.07098 -0.03747 -0.34721
