CD CDi CDv CL alpha alpha_deg
0.005032726673505729 0.0005940733062951936 0.004438653367210535 0.15239928011482967 0.0 0.0
0.00530495438365727 0.0011475835695069793 0.00415737081415029 0.21181855093229418 0.010685689297924466 0.6122448979591837
0.005945788678858523 0.0018909879744695044 0.004054800704389018 0.2718293557971493 0.021371378595848933 1.2244897959183674
0.0072158406839468794 0.002769610904758575 0.0044462297791883045 0.3288710921142633 0.0320570678937734 1.836734693877551
0.008704165678755057 0.003806099603168379 0.004898066075586679 0.38572342411799715 0.042742757191697865 2.4489795918367347
0.010204257812610735 0.005078163250165351 0.005126094562445384 0.44533042940837714 0.05342844648962234 3.0612244897959187
0.012111361417551585 0.006411423758882789 0.005699937658668795 0.5006057524034336 0.0641141357875468 3.673469387755102
0.013960812890127898 0.008015441647579289 0.005945371242548609 0.5596070400049884 0.07479982508547127 4.285714285714286
0.016010618479359022 0.009775344073667777 0.006235274405691247 0.6178557283051433 0.08548551438339573 4.8979591836734695
0.018303176969187058 0.01161933957194939 0.006683837397237668 0.673632430304032 0.0961712036813202 5.510204081632653
0.02070939419029 0.013643143622719187 0.007066250567570815 0.7298212300430301 0.10685689297924468 6.122448979591837
0.023254539932328677 0.01582589005163041 0.007428649880698268 0.7859154849306942 0.11754258227716914 6.73469387755102
0.026012243170609125 0.01801720893877275 0.007995034231836375 0.8386608230340701 0.1282282715750936 7.346938775510204
0.028781101181330926 0.020488114960542023 0.008292986220788903 0.8941338903168139 0.13891396087301808 7.959183673469388
0.031682947655831586 0.023069702060734047 0.008613245595097541 0.9485414376068608 0.14959965017094254 8.571428571428571
0.0347059353779258 0.025749307489074787 0.008956627888851015 1.001673130064693 0.160285339468867 9.183673469387756
0.03786067398409901 0.028525973634641738 0.009334700349457268 1.0531086535843375 0.17097102876679146 9.795918367346939
0.041072846265003085 0.03133926148166179 0.009733584783341296 1.102755319423421 0.18165671806471595 10.408163265306122
0.04429537875581597 0.0341278478396614 0.010167530916154568 1.1497265808297121 0.1923424073626404 11.020408163265307
0.047148543097114665 0.03654724531042224 0.010601297786692424 1.189120736083797 0.20302809666056487 11.63265306122449
0.049518532165073965 0.03839368795542497 0.011124844209648996 1.2189233419913312 0.21371378595848936 12.244897959183675
0.05220280619795231 0.0404202018805836 0.011782604317368712 1.2505287592800862 0.2243994752564138 12.857142857142858
0.05508505279479777 0.042563516842925614 0.012521535951872158 1.282914119514962 0.23508516455433828 13.46938775510204
0.05813582987121747 0.04477357153028176 0.013362258340935709 1.3152573515309798 0.24577085385226277 14.081632653061225
0.06128349939205062 0.04697955111619985 0.01430394827585077 1.346619288575958 0.2564565431501872 14.693877551020408
0.0645386599739772 0.049186135193136124 0.015352524780841084 1.3770043415698046 0.26714223244811164 15.306122448979592
0.06783122671211939 0.05123388387970465 0.016597342832414732 1.4055178695448864 0.27782792174603615 15.918367346938776
0.07121459664116483 0.05320118644389836 0.018013410197266468 1.4321103400383366 0.28851361104396056 16.53061224489796
0.0747231989013552 0.05506749737511002 0.019655701526245177 1.4571427964436625 0.2991993003418851 17.142857142857142
0.07834318431103787 0.05677921609917198 0.021563968211865892 1.4802186583314207 0.3098849896398095 17.755102040816325
0.08215209821573868 0.05835156911766153 0.02380052909807716 1.5011583168734608 0.320570678937734 18.367346938775512
0.0860027138842444 0.05971267488454625 0.02629003899969815 1.5188611184769223 0.33125636823565846 18.979591836734695
0.09143104395625828 0.062318009639593795 0.029113034316664486 1.5484552445098096 0.3419420575335829 19.591836734693878
0.09768264629635187 0.06502129209042448 0.03266135420592739 1.5732504092427875 0.3526277468315074 20.20408163265306
0.10684123400610634 0.07001668305356253 0.03682455095254381 1.5930824088852664 0.3633134361294319 20.816326530612244
0.1144395426873833 0.07302114225247701 0.04141840043490628 1.6259110641848424 0.37399912542735636 21.42857142857143
0.12288241759309022 0.07609766504042013 0.04678475255267009 1.6591902233804192 0.3846848147252808 22.040816326530614
0.1312540130783542 0.07831931231134018 0.052934700767014016 1.6826357891690207 0.3953705040232052 22.653061224489797
0.13961382975199335 0.0796811090285895 0.059932720723403846 1.6972086274608211 0.40605619332112974 23.26530612244898
0.15015628028791456 0.08123820705386517 0.06891807323404937 1.679473224539543 0.4167418826190542 23.877551020408163
0.17542263089085353 0.08469411881991591 0.09072851207093761 1.5549119201491939 0.4274275719169787 24.48979591836735
0.20106224916981325 0.08084318219875528 0.12021906697105798 1.471452515240147 0.4381132612149032 25.102040816326532
0.22077426298534805 0.07623770323511353 0.14453655975023452 1.4120148687701275 0.4487989505128276 25.714285714285715
0.2366311745715743 0.07307534482240442 0.16355582974916988 1.3817318709867354 0.45948463981075205 26.3265306122449
0.25725452709061725 0.06731027648452567 0.18994425060609155 1.344506343915494 0.47017032910867657 26.93877551020408
0.2711804778432503 0.06383818475102174 0.2073422930922285 1.321444663687417 0.48085601840660097 27.551020408163264
0.28337326560175913 0.061697844481686595 0.22167542112007252 1.3051035775684827 0.49154170770452554 28.16326530612245
0.28888734636901336 0.0633379384143007 0.22554940795471268 1.3128879237443654 0.5022273970024499 28.775510204081634
0.2989065641661292 0.06202266880350366 0.23688389536262552 1.3063590976627535 0.5129130863003744 29.387755102040817
0.3140093099424647 0.05133727331973633 0.26267203662272837 1.2341224339150136 0.5235987755982988 30.0
